iter	Passed	Remaining
188	573	2461
189	576	2457
190	578	2451
191	581	2446
192	583	2440
193	585	2434
194	588	2428
195	590	2423
196	593	2418
197	595	2413
198	598	2408
199	600	2402
200	603	2397
201	605	2392
202	607	2386
203	609	2379
204	612	2373
205	614	2367
206	616	2361
207	618	2356
208	621	2350
209	623	2344
210	625	2340
211	627	2334
212	630	2328
213	633	2326
214	635	2321
215	638	2315
216	640	2310
217	642	2304
218	644	2300
219	647	2295
220	649	2290
221	652	2286
222	654	2281
223	657	2277
224	659	2273
225	662	2267
226	664	2264
227	667	2258
228	668	2252
229	671	2246
230	673	2240
231	674	2234
232	677	2229
233	679	2224
234	681	2218
235	683	2213
236	686	2208
237	687	2202
238	690	2199
239	693	2194
240	695	2189
241	697	2184
242	699	2179
243	701	2173
244	703	2168
245	705	2162
246	707	2157
247	709	2152
248	712	2148
249	714	2142
250	716	2138
251	718	2133
252	720	2127
253	722	2121
254	724	2117
255	726	2111
256	728	2105
257	730	2101
258	732	2095
259	734	2090
260	736	2085
261	738	2081
262	740	2076
263	743	2071
264	745	2067
265	747	2062
266	749	2057
267	751	2053
268	754	2049
269	756	2045
270	758	2041
271	761	2037
272	763	2033
273	765	2029
274	767	2024
275	770	2020
276	772	2017
277	774	2012
278	777	2008
279	779	2005
280	781	2000
281	784	1996
282	786	1992
283	788	1988
284	791	1984
285	793	1980
286	795	1976
287	798	1973
288	800	1970
289	803	1967
290	805	1963
291	808	1959
292	810	1955
293	813	1952
294	815	1949
295	817	1945
296	820	1942
297	822	1938
298	825	1935
299	827	1931
300	830	1928
301	834	1927
302	836	1924
303	839	1921
304	841	1917
305	844	1914
306	847	1912
307	849	1909
308	852	1906
309	854	1902
310	857	1899
311	859	1895
312	862	1893
313	864	1889
314	867	1885
315	869	1881
316	871	1877
317	873	1873
318	876	1870
319	878	1866
320	880	1862
321	883	1860
322	885	1856
323	888	1853
324	890	1849
325	892	1845
326	895	1842
327	897	1838
328	899	1834
329	902	1831
330	904	1827
331	906	1823
332	909	1821
333	911	1817
334	913	1813
335	916	1810
336	918	1806
337	921	1803
338	923	1800
339	926	1798
340	931	1799
341	934	1798
342	937	1795
343	943	1799
344	948	1800
345	951	1799
346	955	1798
347	958	1796
348	961	1794
349	964	1791
350	967	1789
351	971	1787
352	973	1784
353	976	1781
354	978	1778
355	981	1775
356	984	1772
357	986	1769
358	989	1766
359	992	1764
360	995	1761
361	997	1758
362	1000	1755
363	1003	1752
364	1005	1749
365	1009	1749
366	1013	1747
367	1016	1745
368	1018	1742
369	1021	1739
370	1023	1735
371	1026	1732
372	1028	1729
373	1031	1726
374	1034	1724
375	1036	1720
376	1039	1717
377	1041	1714
378	1043	1710
379	1046	1707
380	1048	1703
381	1051	1701
382	1053	1697
383	1056	1695
384	1059	1691
385	1062	1689
386	1065	1687
387	1067	1684
388	1070	1680
389	1072	1678
390	1075	1674
391	1077	1671
392	1080	1668
393	1082	1664
394	1084	1661
395	1086	1657
396	1088	1653
397	1090	1650
398	1093	1646
399	1095	1643
400	1097	1639
401	1100	1636
402	1102	1632
403	1104	1629
404	1106	1626
405	1108	1622
406	1111	1618
407	1113	1615
408	1115	1611
409	1117	1608
410	1120	1605
411	1122	1601
412	1124	1598
413	1126	1594
414	1128	1590
415	1130	1587
416	1132	1583
417	1135	1580
418	1137	1576
419	1139	1574
420	1141	1570
421	1144	1567
422	1146	1564
423	1148	1560
424	1151	1557
425	1153	1554
426	1155	1550
427	1158	1547
428	1160	1544
429	1162	1540
430	1164	1537
431	1167	1534
432	1169	1531
433	1171	1528
434	1174	1524
435	1176	1521
436	1178	1518
437	1180	1514
438	1182	1510
439	1184	1508
440	1186	1504
441	1188	1501
442	1191	1498
443	1193	1494
444	1195	1491
445	1198	1489
446	1200	1485
447	1203	1482
448	1205	1479
449	1207	1475
450	1209	1472
451	1212	1469
452	1214	1466
453	1216	1463
454	1218	1459
455	1220	1455
456	1222	1452
457	1224	1449
458	1226	1446
459	1228	1442
460	1231	1439
461	1233	1435
462	1234	1432
463	1237	1429
464	1239	1426
465	1241	1422
466	1243	1419
467	1246	1416
468	1248	1413
469	1251	1411
470	1253	1407
471	1255	1404
472	1258	1401
473	1260	1398
474	1262	1395
475	1264	1392
476	1266	1388
477	1268	1385
478	1270	1382
479	1272	1378
480	1274	1375
481	1276	1372
482	1279	1369
483	1281	1365
484	1283	1362
485	1285	1359
486	1287	1356
487	1289	1352
488	1291	1349
489	1293	1346
490	1295	1343
491	1298	1340
492	1300	1337
493	1302	1334
494	1304	1331
495	1306	1327
496	1308	1324
497	1310	1321
498	1312	1317
499	1314	1314
500	1316	1311
501	1319	1308
502	1321	1305
503	1324	1303
504	1326	1300
505	1328	1296
506	1330	1294
507	1337	1294
508	1341	1294
509	1344	1292
510	1350	1292
511	1355	1292
512	1361	1292
513	1365	1291
514	1370	1290
515	1374	1288
516	1377	1286
517	1380	1284
518	1383	1282
519	1386	1279
520	1389	1277
521	1391	1274
522	1394	1271
523	1396	1268
524	1398	1265
525	1401	1262
526	1403	1259
527	1405	1256
528	1407	1253
529	1409	1249
530	1411	1246
531	1414	1244
532	1416	1240
533	1418	1237
534	1420	1234
535	1422	1231
536	1424	1228
537	1427	1225
538	1429	1222
539	1431	1219
540	1434	1216
541	1436	1213
542	1438	1210
543	1441	1208
544	1443	1205
545	1445	1202
546	1448	1199
547	1450	1195
548	1451	1192
549	1454	1190
550	1456	1186
551	1458	1183
552	1461	1181
553	1463	1177
554	1465	1174
555	1467	1171
556	1469	1168
557	1471	1165
558	1474	1163
559	1476	1159
560	1478	1157
561	1483	1156
562	1485	1153
563	1487	1150
564	1489	1147
565	1491	1143
566	1494	1141
567	1496	1137
568	1498	1135
569	1501	1132
570	1503	1129
571	1505	1126
572	1507	1123
573	1509	1120
574	1510	1116
575	1513	1113
576	1515	1111
577	1517	1108
578	1520	1105
579	1522	1102
580	1525	1099
581	1527	1097
582	1529	1094
583	1531	1090
584	1533	1087
585	1535	1084
586	1537	1081
587	1539	1078
588	1541	1075
589	1543	1072
590	1545	1069
591	1548	1067
592	1550	1064
593	1553	1061
594	1555	1058
595	1557	1055
596	1560	1053
597	1562	1050
598	1564	1047
599	1566	1044
600	1569	1041
601	1571	1039
602	1574	1036
603	1576	1033
604	1579	1030
605	1581	1028
606	1583	1025
607	1586	1022
608	1588	1020
609	1591	1017
610	1593	1014
611	1596	1011
612	1598	1009
613	1600	1006
614	1603	1003
615	1605	1000
616	1608	998
617	1610	995
618	1612	992
619	1614	989
620	1617	987
621	1619	984
622	1622	981
623	1624	979
624	1627	976
625	1629	973
626	1632	970
627	1634	968
628	1636	965
629	1639	962
630	1641	959
631	1644	957
632	1646	954
633	1648	951
634	1651	949
635	1653	946
636	1655	943
637	1658	941
638	1661	938
639	1663	935
640	1665	933
641	1668	930
642	1670	927
643	1672	924
644	1674	921
645	1678	919
646	1680	916
647	1682	913
648	1684	911
649	1687	908
650	1689	905
651	1691	903
652	1694	900
653	1696	897
654	1698	894
655	1700	891
656	1702	888
657	1704	885
658	1706	883
659	1708	880
660	1710	877
661	1712	874
662	1714	871
663	1716	868
664	1718	865
665	1720	863
666	1723	860
667	1725	857
668	1727	854
669	1728	851
670	1731	848
671	1732	845
672	1734	842
673	1737	840
674	1739	837
675	1741	834
676	1743	831
677	1745	828
678	1747	826
679	1749	823
680	1752	820
681	1754	817
682	1756	815
683	1758	812
684	1760	809
685	1762	806
686	1765	804
687	1767	801
688	1769	798
689	1771	795
690	1773	793
691	1776	790
692	1778	787
693	1781	785
694	1783	782
695	1786	780
696	1788	777
697	1791	775
698	1794	772
699	1796	770
700	1798	767
701	1801	764
702	1803	762
703	1805	759
704	1808	756
705	1810	754
706	1812	751
707	1815	748
708	1817	746
709	1819	743
710	1822	740
711	1824	738
712	1826	735
713	1829	732
714	1831	730
715	1833	727
716	1836	724
717	1838	722
718	1840	719
719	1843	716
720	1845	714
721	1848	711
722	1850	708
723	1852	706
724	1855	703
725	1857	701
726	1859	698
727	1862	695
728	1864	692
729	1866	690
730	1883	693
731	1885	690
732	1888	687
733	1890	685
734	1892	682
735	1895	679
736	1897	677
737	1899	674
738	1902	671
739	1904	669
740	1906	666
741	1909	663
742	1911	661
743	1914	658
744	1916	656
745	1921	654
746	1923	651
747	1925	648
748	1928	646
749	1930	643
750	1932	640
751	1935	638
752	1937	635
753	1939	632
754	1941	630
755	1943	627
756	1945	624
757	1948	622
758	1950	619
759	1952	616
760	1955	614
761	1957	611
762	1959	608
763	1961	605
764	1963	603
765	1965	600
766	1968	597
767	1970	595
768	1972	592
769	1975	590
770	1977	587
771	1979	584
772	1982	582
773	1984	579
774	1986	576
775	1989	574
776	1991	571
777	1993	568
778	1995	566
779	1997	563
780	2000	560
781	2002	558
782	2004	555
783	2007	553
784	2009	550
785	2011	547
786	2014	545
787	2016	542
788	2019	539
789	2021	537
790	2023	534
791	2026	532
792	2028	529
793	2031	526
794	2033	524
795	2035	521
796	2037	519
797	2040	516
798	2042	513
799	2044	511
800	2046	508
801	2048	505
802	2050	503
803	2052	500
804	2054	497
805	2056	495
806	2058	492
807	2061	489
808	2063	487
809	2065	484
810	2067	481
811	2069	479
812	2071	476
813	2074	473
814	2076	471
815	2077	468
816	2080	466
817	2082	463
818	2084	460
819	2086	458
820	2088	455
821	2090	452
822	2093	450
823	2095	447
824	2097	444
825	2099	442
826	2101	439
827	2104	437
828	2106	434
829	2109	432
830	2111	429
831	2114	427
832	2116	424
833	2119	421
834	2122	419
835	2124	416
836	2127	414
837	2129	411
838	2132	409
839	2135	406
840	2137	404
841	2140	401
842	2142	398
843	2144	396
844	2147	393
845	2149	391
846	2152	388
847	2154	386
848	2157	383
849	2159	381
850	2162	378
851	2164	376
852	2167	373
853	2169	370
854	2172	368
855	2174	365
856	2176	363
857	2179	360
858	2181	358
859	2183	355
860	2186	352
861	2188	350
862	2190	347
863	2193	345
864	2195	342
865	2197	340
866	2199	337
867	2202	334
868	2204	332
869	2207	329
870	2209	327
871	2212	324
872	2214	322
873	2216	319
874	2219	317
875	2221	314
876	2223	311
877	2226	309
878	2228	306
879	2230	304
880	2233	301
881	2235	299
882	2237	296
883	2239	293
884	2241	291
885	2244	288
886	2246	286
887	2249	283
888	2251	281
889	2253	278
890	2256	276
891	2258	273
892	2260	270
893	2263	268
894	2265	265
895	2268	263
896	2270	260
897	2273	258
898	2275	255
899	2277	253
900	2280	250
901	2282	248
902	2285	245
903	2287	242
904	2289	240
905	2292	237
906	2294	235
907	2296	232
908	2299	230
909	2301	227
910	2303	225
911	2305	222
912	2307	219
913	2309	217
914	2311	214
915	2313	212
916	2315	209
917	2318	207
918	2319	204
919	2322	201
920	2324	199
921	2326	196
922	2328	194
923	2330	191
924	2332	189
925	2334	186
926	2336	184
927	2338	181
928	2340	178
929	2343	176
930	2345	173
931	2347	171
932	2349	168
933	2351	166
934	2354	163
935	2356	161
936	2358	158
937	2360	156
938	2363	153
939	2365	150
940	2367	148
941	2369	145
942	2371	143
943	2373	140
944	2376	138
945	2377	135
946	2379	133
947	2382	130
948	2384	128
949	2386	125
950	2388	123
951	2390	120
952	2392	118
953	2395	115
954	2397	112
955	2400	110
956	2402	107
957	2404	105
958	2407	102
959	2409	100
960	2411	97
961	2414	95
962	2416	92
963	2418	90
964	2421	87
965	2427	85
966	2429	82
967	2431	80
968	2433	77
969	2436	75
970	2438	72
971	2440	70
972	2442	67
973	2444	65
974	2447	62
975	2449	60
976	2451	57
977	2453	55
978	2456	52
979	2458	50
980	2460	47
981	2463	45
982	2465	42
983	2467	40
984	2470	37
985	2472	35
986	2474	32
987	2476	30
988	2478	27
989	2480	25
990	2483	22
991	2486	20
992	2488	17
993	2490	15
994	2492	12
995	2495	10
996	2498	7
997	2500	5
998	2503	2
999	2505	0
